cycle,capacity,SoH,R,CCCT,CVCT
438,0.968210497,0.706029076,0.09456335,5573.720429,2223.950527
439,0.968062735,0.706013058,0.0939245,5572.220227,2223.16922
440,0.950677631,0.705894557,0.095630273,5569.50213,2224.419824
441,0.944216148,0.715039365,0.100311436,5463.400381,2447.471537
442,0.942054232,0.696732367,0.099323183,5318.236415,2567.84431
443,0.941696905,0.69675352,0.098604515,5307.030293,2596.765432
444,0.935099582,0.705912282,0.098061554,5259.499494,2592.297099
445,0.951306971,0.715174773,0.094734199,5241.327339,2620.561841
446,0.952675671,0.706047843,0.096093163,5302.000979,2469.208616
447,0.944277432,0.705913387,0.097163275,5418.195637,2374.773409
448,0.943345996,0.705909263,0.097972974,5274.436435,2780.638293
449,0.950378717,0.724296662,0.098782666,5302.482815,2632.937059
450,0.952777484,0.715177772,0.094734199,5241.966555,2711.576109
451,0.953148663,0.706038341,0.097708173,5386.130182,2445.365342
452,0.941981787,0.705921065,0.097972974,5423.944938,2407.116266
453,0.9345537,0.70588053,0.096527979,5347.178614,2575.703515
454,0.933766616,0.705881943,0.101029217,5223.091312,2689.294724
455,0.933488874,0.687630644,0.0940945,5192.748193,2697.404012
456,0.925815349,0.687598103,0.097163275,4292.149578,0
457,0.932064534,0.696741038,0.097972974,993.058389,2447.761326
458,0.934399146,0.71513192,0.095803514,5248.00382,2519.88656
459,0.942825163,0.706003423,0.094734199,5182.506134,2567.088446
460,0.944075775,0.696830318,0.09490566,5168.14496,2643.508684
461,0.93417022,0.705918162,0.096527979,5305.429443,2436.531853
462,0.932905456,0.705910817,0.098871976,5351.383768,2402.85916
463,0.932788394,0.705889106,0.098782666,5290.210808,2571.151101
464,0.932048035,0.705900028,0.098061554,5181.111379,2703.132458
465,0.925898651,0.705880936,0.097339138,5181.941803,2672.522582
466,0.935160187,0.715124393,0.096615411,5159.502789,2716.007405
467,0.94155377,0.706011507,0.095543891,5147.707931,2710.428853
468,0.940892856,0.696801558,0.0940945,5162.255017,2673.932351
469,0.925918178,0.705898977,0.098871976,5280.963047,2519.21739
470,0.925919731,0.705916832,0.100311436,5311.215161,2480.564451
471,0.924649448,0.705897426,0.098871976,5207.628927,2661.680271
472,0.924065079,0.705860553,0.099592358,5126.05312,2765.021656
473,0.923905023,0.705894418,0.101120397,5127.1436,2748.63139
474,0.932850852,0.705969962,0.096353583,5099.723756,2782.80079
475,0.933658977,0.696808719,0.097251125,5074.99171,2828.033886
476,0.924349442,0.696738884,0.098961458,5164.552653,2635.667323
477,0.923468616,0.696725324,0.098782666,5233.258345,2578.294121
478,0.923947258,0.696738094,0.098782666,5251.68233,2521.338734
479,0.92362808,0.696743643,0.098693505,5100.474019,2767.273965
480,0.923425136,0.696775269,0.097972974,5117.756169,2711.86724
481,0.925416601,0.696786291,0.097251125,5126.537798,2703.195977
482,0.932079953,0.696822855,0.097163275,5119.819407,2719.601694
483,0.932338155,0.696830418,0.095543891,5097.209894,2766.118142
484,0.916784917,0.696762473,0.099502474,5208.025047,2581.091722
485,0.916806458,0.696769102,0.097251125,5230.387595,2549.937575
486,0.916805961,0.696768805,0.097972974,5180.698035,2664.884131
487,0.916817729,0.696785719,0.098871976,5106.084262,2707.60161
488,0.915766753,0.687598321,0.097972974,5112.022032,2687.461641
489,0.924356156,0.696815377,0.097251125,5110.613547,2695.005886
490,0.925041339,0.696847751,0.097163275,5099.459621,2700.211195
491,0.92526841,0.696857856,0.097163275,5114.95842,2632.827567
492,0.92524841,0.69683599,0.096988052,5191.482023,2572.390131
493,0.92519095,0.69684592,0.095630273,5202.311102,2556.468846
494,0.925084828,0.696840209,0.096353583,5210.155488,2546.312741
495,0.92501429,0.696846585,0.095630273,5211.280787,2547.625855
496,0.924757515,0.687680961,0.095543891,5213.875194,2534.079607
497,0.924803783,0.687693576,0.094819844,5222.828955,0
498,0.924389045,0.687705456,0.094819844,5222.111113,2510.379492
499,0.924307268,0.687701144,0.095543891,5222.454862,0
500,0.924123422,0.678525948,0.094009422,5242.939193,2554.033427
501,0.923545948,0.687701023,0.095457658,5217.768097,2508.594522
502,0.923351533,0.687687554,0.096988052,5215.049076,2505.143778
503,0.916832571,0.687625922,0.097163275,5203.970973,2513.721161
504,0.916038664,0.687609303,0.097796284,5195.202877,2525.986443
505,0.916840357,0.69679228,0.097251125,5078.290905,2754.086247
506,0.92371431,0.687672907,0.097163275,5136.711597,2629.714057
507,0.923720223,0.687687158,0.096353583,5080.711554,2691.634002
508,0.914420085,0.687601694,0.097884543,5168.106433,2542.046731
509,0.907612994,0.687586096,0.099592358,5190.576791,2515.422917
510,0.9076301,0.687592667,0.098782666,5137.764488,2617.15252
511,0.907026698,0.687651391,0.097972974,5054.08793,2695.368257
512,0.906355021,0.687643598,0.100311436,5047.228212,2683.525074
513,0.914081592,0.68770697,0.098782666,5041.775204,2676.212876
514,0.91469636,0.687691416,0.097163275,5023.962748,2704.696285
515,0.914875999,0.687672694,0.096353583,5016.009783,2702.495275
516,0.905256497,0.687600219,0.097972974,5102.201784,2598.592435
517,0.898454547,0.687584831,0.098782666,5116.499532,2595.686841
518,0.898388195,0.687544235,0.101120397,5054.761971,2721.399571
519,0.898034392,0.67838232,0.100311436,4981.02596,2760.16384
520,0.898233888,0.687546041,0.098693505,4985.401294,2731.446206
521,0.906146384,0.687579518,0.097251125,4971.667119,2752.723367
522,0.906467444,0.678440523,0.095630273,4960.292329,2754.773466
523,0.905123859,0.669239772,0.099412754,4994.386333,2698.69875
524,0.896771147,0.678388544,0.098693505,5054.299169,2643.747597
525,0.88922389,0.669212021,0.098061554,5061.780436,2631.685447
526,0.896624064,0.678379291,0.099592358,4972.151898,2757.648358
527,0.889222106,0.669220814,0.098961458,4920.588698,2815.396819
528,0.888775645,0.678370247,0.100220986,4928.964482,2757.679662
529,0.898138403,0.678431311,0.098515682,4936.761744,2778.788359
530,0.898467947,0.678440549,0.097339138,4892.742398,2817.443283
531,0.895861561,0.67839325,0.098061554,4937.451187,2711.451738
532,0.888001554,0.678364622,0.101029217,5003.54628,2679.137395
533,0.888899207,0.669207147,0.100220986,5017.421967,2607.919499
534,0.888800323,0.669227212,0.100311436,4891.590061,2818.771469
535,0.888200523,0.669213696,0.098871976,4877.310142,2797.77241
536,0.888813965,0.687559448,0.099502474,4897.619494,2795.379559
537,0.896120337,0.678421632,0.098061554,4895.762238,2790.270651
538,0.89619847,0.67841671,0.096440703,4869.527859,2824.162228
539,0.896360423,0.678459015,0.097884543,4940.733774,2711.12027
540,0.896360027,0.678430005,0.098604515,4968.468991,2687.731045
541,0.896224346,0.669271475,0.097339138,4979.970481,2660.62271
542,0.89647959,0.669278755,0.097075582,4985.86124,0
543,0.896587904,0.669298945,0.097075582,5014.454783,2722.856461
544,0.896599833,0.669306805,0.097163275,4990.518634,2649.623683
545,0.896587643,0.669292544,0.095543891,4995.206317,2637.468006
546,0.896644039,0.669320514,0.095630273,5000.909908,2624.187104
547,0.896742301,0.669315797,0.097075582,5002.55288,2619.294874
548,0.896468793,0.669302376,0.096353583,5004.5343,2610.797044
549,0.896474188,0.669303923,0.097884543,5009.769071,2605.204337
550,0.89644309,0.669299478,0.096179813,5013.3966,2588.626648
551,0.896501057,0.669307299,0.095543891,5010.272099,2588.236231
552,0.879988995,0.669158836,0.098782666,5014.05377,2578.109522
553,0.879170476,0.660004741,0.099772617,5016.304308,2573.987021
554,0.879718458,0.678389931,0.101120397,4796.103274,3017.812183
555,0.887363346,0.669241092,0.098693505,4825.071392,2869.268372
556,0.887585623,0.669249981,0.096440703,4772.322064,2884.939861
557,0.878870049,0.669220608,0.099592358,4866.04247,2745.430438
558,0.878169323,0.660039465,0.099592358,4898.093293,2712.526376
559,0.877973642,0.660021302,0.099772617,4877.922275,2757.630933
560,0.878217348,0.669216296,0.098871976,4785.603756,2851.471989
561,0.877997444,0.669226637,0.099592358,4789.962975,2826.863418
562,0.879028493,0.660092931,0.099592358,4792.18199,2819.973153
563,0.880122726,0.669269835,0.098782666,4797.839059,2815.12956
564,0.880103767,0.669239922,0.099592358,4791.80756,2840.832163
565,0.87089416,0.66004864,0.098871976,4857.922755,2732.401051
566,0.869994055,0.660045653,0.099682406,4871.891737,2721.885852
567,0.870363326,0.660050254,0.098782666,4829.500957,2816.255164
568,0.870187871,0.660038304,0.098782666,4765.730402,2836.363835
569,0.869725895,0.660059443,0.099592358,4754.590413,2835.926475
570,0.870946237,0.660089884,0.098693505,4770.544222,2815.724531
571,0.870955717,0.66009489,0.097972974,4755.920305,2840.661694
572,0.87768963,0.660086111,0.099502474,4750.217576,2850.569099
573,0.8617314,0.650885717,0.099682406,4814.955183,2749.494857
574,0.861230512,0.650871758,0.100492828,4821.581219,2741.776647
575,0.861264579,0.650871718,0.099592358,4771.502346,2847.490215
576,0.860697308,0.650883365,0.099682406,4697.091514,2889.299516
577,0.860280855,0.650867357,0.098239198,4692.76288,2863.67555
578,0.869261217,0.650907524,0.097972974,4687.107723,2877.612905
579,0.870103303,0.660118123,0.098061554,4671.044992,2891.08141
580,0.870436377,0.660108066,0.097075582,4674.185661,2886.724699
581,0.860559738,0.641722559,0.097251125,4808.03546,2719.262045
582,0.861094794,0.65090813,0.098782666,4772.049963,0
583,0.861596158,0.641766831,0.098061554,4756.563654,2905.521078
584,0.861476047,0.641756218,0.098061554,4705.610922,2837.835234
585,0.868958543,0.650945042,0.098604515,4729.893193,2777.80572
586,0.870207059,0.650965055,0.097163275,4739.268361,2767.009605
587,0.87069488,0.65098962,0.096353583,4733.58067,2770.181092
588,0.870836168,0.650968032,0.096353583,4810.084193,2670.045159
589,0.870861152,0.650967902,0.094734199,4838.553946,2643.030715
590,0.870960678,0.650985291,0.096353583,4848.632861,2630.062845
591,0.871003209,0.641823774,0.095630273,4855.211342,2608.389873
592,0.870904373,0.641825359,0.097075582,4857.446145,2611.954298
593,0.870834731,0.64181634,0.097075582,4861.509127,2603.048418
594,0.87076508,0.641814647,0.095630273,4863.42974,2594.75218
595,0.870702103,0.641814208,0.095630273,4866.150896,2584.533911
596,0.870580367,0.641827061,0.096988052,4866.979537,2567.081264
597,0.870418432,0.641824071,0.097075582,4867.636197,2574.690693
598,0.870234996,0.641827058,0.09626662,4867.105179,2573.769016
599,0.869943074,0.641846745,0.096353583,4864.730788,2563.738144
600,0.870696449,0.632617589,0.094819844,4863.168667,0
601,0.869387624,0.641773066,0.095543891,4898.980637,2644.049574
602,0.86178955,0.641766911,0.097251125,4779.426186,2719.355362
603,0.870576962,0.64182363,0.097075582,4845.237073,2615.810062
604,0.870497908,0.641793808,0.096353583,4793.393653,2632.37171
605,0.861810944,0.64179754,0.096353583,4827.351467,2532.862172
606,0.852652081,0.632614558,0.098604515,4866.963263,2525.894492
607,0.852691301,0.632644681,0.098061554,4870.370658,2494.660846
608,0.85271185,0.641822906,0.097251125,4770.743639,2616.091658
609,0.852707438,0.632654688,0.097884543,4716.50492,2646.544039
610,0.852521465,0.63266571,0.097884543,4726.849223,2628.794437
611,0.861954792,0.64188418,0.097075582,4732.381105,2618.685583
612,0.868693865,0.641862795,0.094819844,4710.271066,2639.966285
613,0.86074698,0.623525943,0.095543891,4761.211683,2521.722533
614,0.852285922,0.632658439,0.095543891,4839.44963,2499.911292
615,0.85178665,0.632669966,0.097163275,4848.779374,2478.787599
616,0.85223205,0.632649997,0.096353583,4762.319993,2574.796569
617,0.851585878,0.632656705,0.096615411,4708.959626,2619.654599
618,0.851269621,0.632655304,0.097251125,4712.068946,2588.483878
619,0.860229525,0.641867678,0.096179813,4711.850542,2607.717422
620,0.860758898,0.632691168,0.097075582,4697.897117,2620.638594
621,0.860087559,0.632718343,0.096353583,4732.617236,2537.971907
622,0.843549327,0.632665635,0.097075582,4807.435044,2481.349506
623,0.842245257,0.623485762,0.097251125,4819.076579,2475.552868
624,0.870463736,0.623608879,0.0939245,4762.384349,2565.172418
625,0.859884596,0.614439888,0.096179813,4663.710466,2599.623561
626,0.833305175,0.614332249,0.099412754,4636.225554,1628.032077
627,0.815995042,0.614295444,0.101120397,0,1236.437937
628,0.83230627,0.614363234,0.096527979,4895.255376,2277.14561
629,0.832356115,0.614389509,0.097339138,4738.143934,2505.384229
630,0.825301975,0.614391248,0.098061554,4515.208061,2700.831068
631,0.805853829,0.605117407,0.101303257,4486.711209,2608.244918
632,0.788450063,0.595926187,0.103734531,4584.690707,2518.499114
633,0.788066026,0.595929779,0.103640832,4466.478839,2745.486404
634,0.779285091,0.595928271,0.103828415,4282.056455,0
635,0.779270212,0.595915543,0.106686853,4291.03826,3061.308497
636,0.788524862,0.595988086,0.102831133,4172.633732,2996.200438
637,0.796377548,0.605169807,0.101211749,4143.024721,2974.059955
638,0.788201752,0.577639106,0.100492828,4097.509443,3033.683645
639,0.770117536,0.586762269,0.105260216,4165.027576,2849.95551
640,0.770102251,0.586737951,0.105260216,4261.140174,2778.459586
641,0.760908928,0.577553896,0.105355382,4291.438585,2745.070023
642,0.760913473,0.577555133,0.106069915,4137.119504,2972.263033
643,0.751740478,0.568389165,0.105450734,4029.760698,3046.058456
644,0.769131138,0.58679733,0.105260216,4013.245457,3048.964372
645,0.770167483,0.577635523,0.10354729,3975.902172,3074.917138
646,0.770184884,0.586800684,0.102831133,3953.168122,3081.526259
647,0.75177021,0.568413343,0.10454496,3866.606427,3209.883977
648,0.742565292,0.559219723,0.106069915,4046.420263,2930.516137
649,0.742578297,0.559223016,0.106165811,4101.779681,2873.612033
650,0.742547636,0.559204655,0.106069915,4131.641687,2829.516657
651,0.742561702,0.559216915,0.10454496,3883.716467,3136.759802
652,0.742575102,0.550055279,0.107689299,3829.545051,3146.58769
653,0.733380425,0.550035649,0.106165811,3830.998059,3149.478186
654,0.733375589,0.5500353,0.107689299,3812.186002,3134.837892
655,0.733367219,0.550024877,0.106261894,3779.74872,3181.899307
656,0.724222965,0.550042919,0.106165811,3757.233148,3216.039046
657,0.724205217,0.540860478,0.106976241,3716.999261,3232.054677
658,0.733406148,0.550053768,0.106783137,3700.874572,3237.445045
659,0.742605695,0.559239794,0.103922457,3708.999649,3245.491716
660,0.742614889,0.559253392,0.102113679,3677.937575,3245.741756
661,0.742159412,0.550103752,0.104356252,3697.203101,3199.617887
662,0.742637399,0.550108282,0.10229867,3769.030292,3125.026317
663,0.74210632,0.550099299,0.105260216,3856.968418,3020.169577
664,0.742643485,0.559277561,0.10454496,3869.639904,3016.622568
665,0.742634469,0.55010084,0.103640832,3838.31218,3009.32588
666,0.742524386,0.559268562,0.103734531,3860.889981,2990.13886
667,0.742658588,0.55011893,0.103017256,3848.421823,2981.139092
668,0.742636031,0.550103218,0.103640832,3881.640263,2964.608153
669,0.742555449,0.550118905,0.10354729,3891.640108,2950.577466
670,0.742331948,0.550100828,0.102831133,3876.531277,2945.358746
671,0.742046464,0.559282121,0.102206096,3907.015048,2918.984309
672,0.733474229,0.550108291,0.10229867,3888.812244,2921.202994
673,0.770158923,0.559280724,0.099682406,3884.655837,2923.437173
674,0.760903304,0.559296022,0.099772617,3874.984026,2925.733785
675,0.742667628,0.559289615,0.103017256,3869.047676,2893.376032
676,0.742646548,0.550111375,0.102924109,4132.810824,2786.035301
677,0.742449486,0.550089721,0.10229867,4044.437499,0
678,0.742069989,0.540954075,0.10507039,4076.497917,2994.014452
679,0.733477292,0.550112887,0.102924109,3932.827243,2887.609503
680,0.733493271,0.540954533,0.102924109,3877.561718,2899.577762
681,0.733495748,0.540957633,0.104356252,3865.546606,2895.781037
682,0.724328976,0.531783967,0.101929359,3875.641608,0
683,0.724331125,0.540951529,0.10354729,3980.297086,3024.265601
684,0.724249502,0.531735307,0.10354729,3874.049218,2874.377513
685,0.724024208,0.531722091,0.103640832,3865.581975,2842.409259
686,0.715090287,0.531732595,0.103640832,3811.190814,2870.689747
687,0.715081993,0.522555832,0.102924109,3762.816307,2893.142108
688,0.723901054,0.540900181,0.10354729,3751.80073,2895.220311
689,0.724334303,0.540953096,0.101211749,3738.441504,0
690,0.715125055,0.531756985,0.10454496,3810.002647,3069.59235
691,0.705955721,0.531756087,0.105974175,3728.816761,2906.907855
692,0.705934394,0.522579101,0.105260216,3865.431674,2586.045508
693,0.705928574,0.522576301,0.107495092,3764.894083,2908.014778
694,0.696781993,0.522582304,0.106879607,3692.141935,2925.01342
695,0.696772948,0.522580849,0.106879607,3639.907439,2979.590586
696,0.696751875,0.513393564,0.105450734,3588.34555,3018.402162
697,0.696755882,0.513393364,0.106686853,3567.080654,3027.198792
698,0.696788107,0.522591423,0.106069915,3547.424523,0
699,0.696759232,0.522564089,0.105974175,3610.15789,3236.164057
700,0.687582369,0.513393305,0.107689299,3551.800192,3034.746324
701,0.687570361,0.50421657,0.106069915,3546.003041,3022.777392
702,0.678381749,0.504204723,0.109111555,3560.253044,2998.449799
703,0.678402825,0.495055102,0.108498991,3522.706385,3038.933171
704,0.678389308,0.495037037,0.108401068,3490.175673,3052.010974
705,0.678386214,0.495041516,0.107073054,3463.629035,3059.479398
706,0.678381557,0.495036863,0.107689299,3389.692307,3132.99338
707,0.678411907,0.495053649,0.108498991,3345.177618,3158.008593
708,0.669214087,0.495038556,0.107786663,3358.771113,3131.447064
709,0.669215487,0.485864775,0.109111555,3370.052206,0
710,0.669223088,0.485870817,0.108597092,3442.470529,3324.287277
711,0.669230593,0.495049109,0.107689299,3358.505468,3143.212415
712,0.669215531,0.485870794,0.108498991,3327.302641,3160.352286
713,0.660065972,0.485882891,0.109407514,3296.555322,3170.398903
714,0.660041162,0.485856907,0.107884213,3290.099872,3175.039705
715,0.66004937,0.495031013,0.108498991,3271.413025,3189.132994
716,0.660051102,0.485872361,0.10930869,3260.428334,3190.273562
717,0.660036669,0.485864845,0.108498991,3250.991461,3199.914182
718,0.69664967,0.495042966,0.103734531,3242.882186,3198.61733
719,0.678396426,0.485880014,0.106783137,3265.272452,3168.555358
720,0.669226199,0.485873923,0.106879607,3264.678785,3164.305737
721,0.669208112,0.476692621,0.107786663,3290.335569,3169.681247
722,0.660051015,0.47670623,0.107884213,3540.299907,3061.933279
723,0.660034773,0.467518765,0.108498991,3407.239816,3110.463003
724,0.660043401,0.47670079,0.109407514,3333.146914,3149.197001
725,0.66006479,0.476710064,0.109210029,3285.96008,3162.399626
726,0.660067568,0.467549233,0.108695373,3248.97606,3180.883625
727,0.660062905,0.476703052,0.106261894,3226.117381,3189.414722
728,0.650902624,0.458381194,0.107884213,3201.211427,3193.823261
729,0.6417156,0.458367085,0.109111555,3210.305224,3161.853217
730,0.641700485,0.449192602,0.109407514,3258.18026,3037.543877
731,0.63253703,0.430851216,0.108695373,3217.883697,3142.181698
732,0.632521336,0.430840609,0.110118382,3169.649719,3144.587772
733,0.623372542,0.430861643,0.111028366,3113.056763,3198.025663
734,0.623343967,0.430845056,0.111737773,3052.3856,3258.881996
735,0.623363582,0.430857163,0.110217944,3009.935439,3279.756562
736,0.623378625,0.440027906,0.110827953,2977.652219,3293.100085
737,0.623357314,0.440015653,0.110118382,2958.9492,3299.304689
738,0.63251477,0.440020376,0.109919794,2943.543328,3311.333976
739,0.623312083,0.430825556,0.109605715,2970.668186,3259.616445
740,0.614135651,0.421638294,0.111838795,2984.589863,3244.460425
741,0.614144638,0.412491672,0.112445883,2986.058591,3233.804499
742,0.614131083,0.412481093,0.111128852,3006.964828,3210.226766
743,0.60496314,0.41247644,0.112649217,2907.825229,3296.053223
744,0.604977398,0.412488665,0.111838795,2872.028954,3312.505779
745,0.604981476,0.421651801,0.112445883,2853.513699,3318.255759
746,0.614168858,0.421668493,0.110417612,2839.185828,3325.396201
747,0.604973453,0.421640801,0.112445883,2821.857832,3337.677336
748,0.604999561,0.412494746,0.112445883,2810.608125,3349.005284
749,0.595813781,0.394156267,0.112547465,2853.732299,3279.100335
750,0.595808669,0.403311403,0.112649217,2862.310514,3268.460183
751,0.586632513,0.394136665,0.113357157,2839.732694,3274.238904
752,0.586635556,0.394151749,0.111940011,2804.967774,3312.083872
753,0.586617167,0.384962796,0.113562331,2742.281125,3347.302173
754,0.586640008,0.384987099,0.114063807,2721.281427,3363.256833
755,0.577461815,0.384972021,0.113562331,2690.173011,3370.363946
756,0.577455722,0.38497202,0.113459647,2670.829234,3383.504268
757,0.577453709,0.375810347,0.114166848,2654.376105,3390.160481
758,0.59584867,0.421673128,0.112445883,2620.392385,3403.597546
759,0.6050331,0.430860457,0.110827953,2605.829928,3408.253776
760,0.605037642,0.430859027,0.110928074,2589.361623,0
761,0.605031006,0.430854513,0.112344489,2693.484955,3589.658648
762,0.605036133,0.430859004,0.111737773,2804.141277,3228.868682
763,0.605038677,0.430862031,0.110928074,2850.89075,3178.416573
764,0.605057359,0.430862105,0.111536257,2868.560361,3158.136
765,0.605047996,0.430869591,0.110018991,2876.906099,3149.433189
766,0.605060293,0.430881604,0.110928074,2876.312649,3146.167667
767,0.595870728,0.385029219,0.111636922,2877.219144,3139.996326
768,0.586715364,0.375866076,0.112649217,2876.266183,3136.933782
769,0.577538605,0.36669092,0.114063807,2874.500278,3118.683794
770,0.568354275,0.35751106,0.112751171,2665.61047,3659.124675
771,0.559178593,0.348338412,0.116490699,2792.842479,3356.893317
772,0.559195408,0.33918031,0.115080498,2670.967552,3338.895745
773,0.550028027,0.339180219,0.114872769,2582.596227,3387.675868
774,0.550035568,0.330018603,0.114270069,2528.14394,3411.753534
775,0.550004738,0.330002002,0.116490699,2487.035228,3427.956386
776,0.550031045,0.339181826,0.11437349,2451.645286,3425.722252
777,0.550017021,0.330012324,0.11437349,2417.882299,3439.128375
778,0.540876889,0.320858467,0.117299661,2404.552408,3440.315671
779,0.540872452,0.330026164,0.115681738,2382.849386,3442.644141
780,0.540870662,0.330022972,0.11578624,2415.646439,3386.225336
781,0.531689636,0.311678737,0.117405631,2393.787142,3398.377062
782,0.522521965,0.311678064,0.117511779,2344.131673,3436.019384
783,0.522524862,0.311675703,0.118108623,2386.53749,3346.708624
784,0.531709227,0.320858483,0.116595931,2365.085376,3375.004906
785,0.531718304,0.320863026,0.117405631,2251.14882,3468.518532
786,0.531684895,0.320844954,0.11518465,2233.774393,3474.362055
787,0.53171379,0.320869082,0.115995809,2255.742214,3418.754009
788,0.540892113,0.33920753,0.115080498,2301.66377,3385.098594
789,0.531713322,0.330022987,0.115890928,2316.195052,3368.598753
790,0.531710902,0.320858547,0.11578624,2319.710591,3353.208603
791,0.522529573,0.311681857,0.117299661,2335.647888,3326.631196
792,0.522538613,0.311686371,0.117299661,2388.881477,3273.351132
793,0.52253559,0.311689271,0.117405631,2363.678942,3273.570142
794,0.513355108,0.302508275,0.117405631,2312.226544,3291.850516
795,0.504187917,0.284176934,0.119510829,2283.945552,3307.053498
796,0.495030976,0.275021616,0.118917584,2267.539622,3308.412654
797,0.495023435,0.284175647,0.118810363,2244.25877,3310.336562
798,0.495012041,0.284176938,0.115890928,2168.541096,3361.848832
799,0.495012964,0.275012548,0.119025014,2105.729703,3386.098336
800,0.495054851,0.275035078,0.119025014,2081.386579,3389.317052
801,0.485891598,0.265862615,0.117405631,2090.901765,3361.052067
802,0.485885778,0.256698236,0.119025014,2075.011294,3360.333048
803,0.495048651,0.256681286,0.11437349,2038.886949,3365.207584
804,0.467547545,0.229186133,0.117405631,2030.809002,3369.145187
805,0.45839344,0.220030543,0.117511779,2003.824935,3358.786171
806,0.44921228,0.220030528,0.118322201,1986.184659,1296.102577
807,0.430880644,0.201690593,0.118429288,0,1655.363059
808,0.421690804,0.192512112,0.119943053,2119.354828,3017.433734
809,0.42170006,0.18334321,0.121454097,1953.326616,3083.229222
810,0.403369245,0.165015303,0.119240448,1740.142377,3140.712408
811,0.394183455,0.165009366,0.120753482,1676.739399,3139.868651
812,0.394183456,0.165003278,0.120862767,1631.472266,3132.681186
813,0.394200005,0.165022883,0.120644405,1594.504188,3136.665095
814,0.394191016,0.165009359,0.121454097,1560.660976,3130.540534
815,0.394183245,0.174180049,0.120644405,1530.083293,3126.821903
816,0.394186535,0.165009288,0.119943053,1476.224884,3116.465243
817,0.385033605,0.165021352,0.120535515,1473.209357,3117.572133
818,0.37586618,0.155850661,0.121344477,1483.207317,3095.963254
819,0.375866214,0.146678504,0.119943053,1517.161838,3084.463486
820,0.366675627,0.146672225,0.122851528,1507.989993,3081.80707
821,0.256677191,0.100835537,0.120862767,1489.021779,3071.369821
822,0.357517223,0.146676963,0.121454097,1466.988805,3082.994743
823,0.357541323,0.137516924,0.122153439,1417.007115,3075.041623
824,0.357551843,0.137521349,0.120972238,1373.992472,3071.854228
825,0.348383066,0.128351902,0.122374333,1314.571234,3081.088412
826,0.339208712,0.12834781,0.120862767,1294.728013,3057.979384
827,0.348375175,0.128349779,0.120862767,1269.603382,0
828,0.34837515,0.137514447,0.120753482,1542.27089,0
829,0.35755797,0.14669358,0.121344477,1228.090695,3091.945466
830,0.3575414,0.137518404,0.120644405,1214.120083,3044.823534
831,0.348374927,0.137516628,0.120644405,1244.057246,3012.670286
832,0.339218163,0.1283529,0.121454097,1255.711238,0
833,0.330024515,0.128343067,0.122851528,1535.380556,3328.912803
834,0.33002747,0.119175411,0.120862767,1291.478395,3022.668035
835,0.320859977,0.119174822,0.122263789,1290.0253,3007.262188
836,0.320863036,0.119173923,0.123184755,1264.996494,3010.181684
837,0.311695341,0.110007658,0.121784128,1195.105203,3015.480123
838,0.311692338,0.110004729,0.123073488,1131.465166,3000.558469
839,0.311701359,0.110012243,0.123073488,1112.934238,2992.917842
840,0.302523671,0.110011361,0.121673927,1093.340609,2970.215062
841,0.311695377,0.110015262,0.122374333,1076.531021,2967.980704
842,0.311707401,0.110010739,0.123184755,1063.513048,2964.152567
843,0.311687398,0.110001075,0.123073488,1047.779063,2951.762147
844,0.302521672,0.110004758,0.123073488,1030.342209,2946.27785
845,0.302529891,0.100843024,0.122374333,1014.201558,2940.043531
846,0.302530392,0.110013696,0.123073488,1023.654241,2931.15314
847,0.293367482,0.100846063,0.1229624,1036.341759,2927.592603
848,0.467547545,0.229186133,0.117405631,1015.576556,2924.668728
849,0.45839344,0.220030543,0.117511779,988.7487628,2914.559664
850,0.44921228,0.220030528,0.118322201,1000.186124,2896.936965
851,0.430880644,0.201690593,0.118429288,0,1655.363059
852,0.421690804,0.192512112,0.119943053,2119.354828,3017.433734
853,0.42170006,0.18334321,0.121454097,1953.326616,3083.229222
854,0.412529309,0.174180019,0.120644405,1893.249409,3085.588605
855,0.403354139,0.174173976,0.119834706,1859.718648,3113.291355
856,0.403369245,0.165015303,0.119240448,1740.142377,3140.712408
857,0.394183455,0.165009366,0.120753482,1676.739399,3139.868651
858,0.394183456,0.165003278,0.120862767,1631.472266,3132.681186
859,0.394200005,0.165022883,0.120644405,1594.504188,3136.665095
860,0.394191016,0.165009359,0.121454097,1560.660976,3130.540534
861,0.394183245,0.174180049,0.120644405,1530.083293,3126.821903
862,0.394186535,0.165009288,0.119943053,1476.224884,3116.465243
863,0.385033605,0.165021352,0.120535515,1473.209357,3117.572133
864,0.37586618,0.155850661,0.121344477,1483.207317,3095.963254
865,0.375866214,0.146678504,0.119943053,1517.161838,3084.463486
866,0.366675627,0.146672225,0.122851528,1507.989993,3081.80707
867,0.256677191,0.100835537,0.120862767,1489.021779,3071.369821
868,0.357517223,0.146676963,0.121454097,1466.988805,3082.994743
869,0.357541323,0.137516924,0.122153439,1417.007115,3075.041623
870,0.357551843,0.137521349,0.120972238,1373.992472,3071.854228
871,0.348383066,0.128351902,0.122374333,1314.571234,3081.088412
872,0.339208712,0.12834781,0.120862767,1294.728013,3057.979384
873,0.348375175,0.128349779,0.120862767,1269.603382,0
874,0.34837515,0.137514447,0.120753482,1542.27089,0
875,0.35755797,0.14669358,0.121344477,1228.090695,3091.945466
876,0.3575414,0.137518404,0.120644405,1214.120083,3044.823534
